,id_factura,user_id,email,nombre,ciudad,direccion,documento_identidad,subtotal,precio_envio,total,fecha
7982,2334,sarah.grant7939,elondono@example.com,Sarah Grant,Medellín,"Av. calle 2ª # 7W-96 Este, Gachantivá, 973939",1683531253,23921847,10000,23931847,2023-08-13
2439,2335,kerri.mcelroy1606,naranjodiana@example.com,Kerri Mcelroy,Bogotá,"Calle 124 # 6-4, Mosquera, 685501",6046092464,6624675,10000,6634675,2023-12-19
7595,2336,melanie.brooks7483,andreasanchez@example.org,Melanie Brooks,Cartagena,"Tr. 148 # 2E-1, La Argentina, 111550",7275808337,12221790,10000,12231790,2023-10-06
13952,2337,shoshana.majors9350,joserosero@example.com,Shoshana Majors,Medellín,"Cr. 67R # 20-9 Este, Río Quito, 523214",7523669946,24636408,10000,24646408,2023-03-18
11192,2338,juan.snowden4797,giraldomaria@example.net,Juan Snowden,Bogotá,"Avenida Bogotá, D.C. # 3-8 Sur, Timaná, 417098",4360717831,9601885,10000,9611885,2023-11-09
2446,2339,ethel.jefferson6871,gloria11@example.org,Ethel Jefferson,Bogotá,"Cl. 141 # 13-46, La Apartada, 668936",3716882430,5276790,10000,5286790,2023-09-27
8759,2340,jonathon.may9962,fgarcia@example.com,Jonathon May,Cali,"Calle 93 # 43Q-12 Este, La Merced, 703577",4066654732,1658475,10000,1668475,2023-02-06
11063,2341,matthew.devine1218,henaoolga@example.org,Matthew Devine,Cartagena,"Avenida carrera 91 # 1-33, La Mesa, 053152",1364866139,12030105,10000,12040105,2023-03-04
9396,2342,dana.tallant1350,lunaconstanza@example.net,Dana Tallant,Medellín,"Dg. 79C # 85-9, Maní, 973059",7235524707,152601,10000,162601,2023-01-20
7393,2343,grace.mcclain7170,gloria27@example.net,Grace Mcclain,Bogotá,"Calle 70S # 1V-7 Sur, Valparaíso, 136926",2547750611,14477568,10000,14487568,2023-02-16
11502,2344,daryl.capello9820,foreromario@example.net,Daryl Capello,Cali,"Cl. 93 # 17-96 Sur, Boavita, 910602",5546365541,15189816,10000,15199816,2023-04-18
13109,2345,scott.wu2221,torreselizabeth@example.net,Scott Wu,Cali,"Calle 23N # 78-7 Sur, Guavatá, 277893",8047603886,12704908,10000,12714908,2023-12-31
6076,2346,donald.galvez4200,christiancalderon@example.net,Donald Galvez,Cali,"Cr. 112R # 15-45 Sur, Algarrobo, 151834",7194706454,28988078,10000,28998078,2023-08-17
4348,2347,micheal.parker907,zambranopedro@example.net,Micheal Parker,Cali,"Carrera 2U Este # 5-93 Este, Albán, 630530",8411171264,10540446,10000,10550446,2023-03-04
0,2348,william.martinez456,sjaramillo@example.com,William Martinez,Medellín,"Carrera 48 # 7-94, Bagadó, 139011",1978295513,10286082,10000,10296082,2023-02-19
1166,2349,nicholas.tipps7600,gomezfernando@example.net,Nicholas Tipps,Cartagena,"Carrera 41 # 90-13 Sur, Albania, 912131",2680436741,21570660,10000,21580660,2023-02-24
11518,2350,william.prattis4061,iparra@example.org,William Prattis,Medellín,"Dg. 65Q # 67-8 Este, Albania, 919406",1692277447,10095992,10000,10105992,2023-09-15
2876,2351,jerome.devoll9346,dariosilva@example.org,Jerome Devoll,Cali,"Cl. 95 # 1-82, El Águila, 972049",5885131528,3252885,10000,3262885,2023-10-10
11363,2352,eric.sparks5317,davidcortes@example.com,Eric Sparks,Medellín,"Diagonal 99 # 7-3 Sur, Barbosa, 529158",9607699137,1680756,10000,1690756,2023-07-15
7519,2353,june.raby8433,eduardo20@example.org,June Raby,Cartagena,"Tr. 194I # 62-8 Este, Silvia, 274620",5441900820,17651988,10000,17661988,2023-04-21
295,2354,susan.svoboda3269,carolina54@example.com,Susan Svoboda,Cali,"Av. Oliva Luz Cardona # 6-4 Este, Jesús María, 183791",6363738614,14908586,10000,14918586,2023-05-28
2631,2355,linda.aldridge3744,cardozomartha@example.net,Linda Aldridge,Bogotá,"Cl. 17P Este # 4-66, Roldanillo, 501008",4411376707,8449317,10000,8459317,2023-12-16
5895,2356,david.stevens9797,enarvaez@example.com,David Stevens,Cartagena,"Cr. 1ª # 44E-9 Sur, Santa Cruz de Mompox, 882746",9560010386,15864080,10000,15874080,2023-04-19
11920,2357,robert.brubaker7475,garciamariana@example.net,Robert Brubaker,Cali,"Calle 194 Este # 82-88 Este, Zapatoca, 272578",3256361655,3944958,10000,3954958,2023-10-02
13250,2358,gerald.fox2034,rojastatiana@example.net,Gerald Fox,Bogotá,"Cl. 60 # 9-97, La Florida, 088069",6117623538,5728068,10000,5738068,2023-09-18
3141,2359,william.brown5117,mpolo@example.net,William Brown,Medellín,"Calle 142F # 1-6 Sur, El Encanto, 549396",280467476,2570160,10000,2580160,2023-12-05
8166,2360,vanessa.williams4720,francomaria@example.com,Vanessa Williams,Cali,"Av. Cundinamarca # 4-3 Sur, Santander de Quilichao, 970841",6823305328,22967196,10000,22977196,2023-04-11
12978,2361,deanna.morales9587,zgarzon@example.org,Deanna Morales,Bogotá,"Carrera 182 # 6-6 Sur, Nimaima, 176434",8073480782,4789548,10000,4799548,2023-03-01
8762,2362,john.hunter6892,estherdelgado@example.org,John Hunter,Bogotá,"Avenida calle 145 # 2-6 Sur, Cajicá, 857914",1298079119,7642420,10000,7652420,2023-03-20
7795,2363,brandy.adams2166,vicente77@example.org,Brandy Adams,Cali,"Diagonal 107 # 41X-4 Este, San Luis, 952196",445941010,14764410,10000,14774410,2023-09-19
3535,2364,lisa.delia839,mvargas@example.net,Lisa Delia,Medellín,"Avenida carrera 7ª # 7-44 Este, Contratación, 974265",4796185361,7459284,10000,7469284,2023-04-19
1934,2365,russell.reynolds9085,orozcohoracio@example.net,Russell Reynolds,Medellín,"Cr. 70 # 57-1 Sur, Roberto Payán, 669277",942241675,6985520,10000,6995520,2023-09-01
12136,2366,henry.cross4028,licethacevedo@example.com,Henry Cross,Bogotá,"Cl. 166V # 29I-13 Este, El Copey, 665093",3688794241,10268520,10000,10278520,2023-03-03
3149,2367,bernice.garcia9299,paolarivera@example.net,Bernice Garcia,Cali,"Cl. 91 # 8-9, Pensilvania, 087583",5593098308,1552458,10000,1562458,2023-10-18
12172,2368,christopher.harris5801,serranomartin@example.org,Christopher Harris,Cali,"Carrera 10Y # 3L-28 Este, Armero, 199565",5196523652,24636408,10000,24646408,2023-12-08
6373,2369,donald.harrison8005,hernan25@example.net,Donald Harrison,Cali,"Calle 194Y # 59-2 Este, Paratebueno, 134632",1046333846,28973168,10000,28983168,2023-04-24
4619,2370,robert.fitzgerald6634,barreramaria@example.org,Robert Fitzgerald,Bogotá,"Tr. 3J Bis # 3-42, Tuchín, 119033",1537237194,1956051,10000,1966051,2023-08-15
14927,2371,willie.kinney8125,eduardo80@example.net,Willie Kinney,Cartagena,"Carrera 6W # 3-26 Este, La Victoria, 812465",541571169,2067504,10000,2077504,2023-03-15
14559,2372,peggy.jones3555,figueroafabian@example.net,Peggy Jones,Cali,"Transversal 198 # 7-7 Sur, Santa Bárbara de Pinto, 978760",749161685,19446426,10000,19456426,2023-05-29
3182,2373,bruce.daugherty2151,emilio93@example.com,Bruce Daugherty,Bogotá,"Calle 2F # 2-9, Pana Pana, 546824",3572210219,4659144,10000,4669144,2023-06-13
7665,2374,leanora.diaz492,andresrojas@example.com,Leanora Diaz,Cali,"Cl. 8ª # 2-7 Sur, Valparaíso, 193159",6328500728,4706320,10000,4716320,2023-12-11
5538,2375,jeffery.jacques5636,claudiaavila@example.com,Jeffery Jacques,Cartagena,"Cl. 36 # 43-66 Sur, Pisba, 541964",6165310083,35558460,10000,35568460,2023-10-06
1798,2376,daniel.cannon9485,cantilloarley@example.org,Daniel Cannon,Cali,"Cl. 90H Bis # 5-4 Este, Gutiérrez, 412254",8618168361,1735680,10000,1745680,2023-04-27
6762,2377,justin.lybrand1245,lgarcia@example.net,Justin Lybrand,Medellín,"Carrera 19 Sur # 2-76, La Merced, 204489",9801201946,19474180,10000,19484180,2023-08-16
3781,2378,lamont.reese5442,luiscorrea@example.net,Lamont Reese,Cartagena,"Cr. 98 # 9-47, Pradera, 766317",2625095837,9501264,10000,9511264,2023-07-15
5370,2379,darren.starr2961,ybarrera@example.net,Darren Starr,Cali,"Carrera 8 Bis # 49-84 Sur, Córdoba, 813026",8437046082,2765385,10000,2775385,2023-06-18
6357,2380,bryan.windham903,pedrazadiego@example.com,Bryan Windham,Bogotá,"Cr. 35 # 51F-25 Sur, Cali, 633854",4767119559,4654851,10000,4664851,2023-06-27
2923,2381,james.winger1077,alejandralopez@example.net,James Winger,Cartagena,"Dg. 70 # 29-98 Sur, Totoró, 239189",9714529870,3154956,10000,3164956,2023-12-17
8390,2382,steven.ferdinand3000,mchavez@example.com,Steven Ferdinand,Medellín,"Calle 5E # 22-2 Este, Sabanagrande, 815701",4865109988,5749548,10000,5759548,2023-10-24
10568,2383,richard.edwards291,salamancaandres@example.net,Richard Edwards,Cartagena,"Avenida carrera 51 # 6-71 Este, Urrao, 192459",3634537417,521530,10000,531530,2023-07-06
12172,2384,brooke.hamill5523,xgiraldo@example.org,Brooke Hamill,Cali,"Av. Guapotá # 4-55 Este, El Rosario, 449657",9329645571,24636408,10000,24646408,2023-03-18
7086,2385,eric.wood1339,barraganesther@example.org,Eric Wood,Medellín,"Cl. 82 # 3-6 Sur, San José de Pare, 525231",2164878963,2072976,10000,2082976,2024-01-01
11602,2386,john.holland8626,johanvelasco@example.org,John Holland,Cartagena,"Tr. 2 Sur # 49-1, Buriticá, 634175",5108743220,8768543,10000,8778543,2023-04-25
5383,2387,anna.motta650,bsierra@example.org,Anna Motta,Bogotá,"Calle 36 # 1-7, Garzón, 735030",396909042,2895918,10000,2905918,2023-06-07
7100,2388,vernon.smith5,mariavasquez@example.org,Vernon Smith,Cali,"Cr. 55 # 2-25 Sur, Guasca, 054951",1532063999,28066409,10000,28076409,2023-03-21
5970,2389,barbara.george413,alejandro36@example.com,Barbara George,Cartagena,"Cl. 80X # 10-37 Este, Ocaña, 087299",4105773279,12170575,10000,12180575,2023-03-28
9801,2390,tyler.melcher7520,victoriaangulo@example.net,Tyler Melcher,Cali,"Cl. 136 # 67N-9 Sur, Monguí, 732490",3228037337,4050216,10000,4060216,2023-06-24
1838,2391,virginia.dixon6342,johanocampo@example.com,Virginia Dixon,Cartagena,"Dg. 27 # 3-2, San Marcos, 110963",5252817372,9327055,10000,9337055,2023-11-20
4054,2392,steven.crisp7952,cdiaz@example.net,Steven Crisp,Medellín,"Cr. 38 # 73-24 Sur, Santa Sofía, 526835",5860090698,17162635,10000,17172635,2023-11-25
8404,2393,barry.oliveros7612,velandiamarcela@example.org,Barry Oliveros,Medellín,"Cr. 179L # 3-7 Sur, Anapoima, 942291",4864759671,12713290,10000,12723290,2023-05-26
7009,2394,lee.wilmot6080,enriquemendez@example.net,Lee Wilmot,Bogotá,"Cl. 7ª # 72P-9 Sur, Río de Oro, 474433",3682456644,2973754,10000,2983754,2023-06-28
14255,2395,krista.campbell8215,gonzalezgloria@example.com,Krista Campbell,Cali,"Transversal 180I # 88-2 Sur, San José del Guaviare, 152536",5748389315,9947060,10000,9957060,2023-05-29
631,2396,lula.parker6923,yennycastaneda@example.net,Lula Parker,Bogotá,"Carrera 5Q Este # 9-17, San Bernardo del Viento, 411970",1782545924,1259810,10000,1269810,2023-06-07
1112,2397,marlon.jensen6130,jose29@example.org,Marlon Jensen,Bogotá,"Avenida carrera 47 # 74-19 Este, Socha, 863607",54383506,19378947,10000,19388947,2023-08-25
4041,2398,melinda.odems896,parracarolina@example.org,Melinda Odems,Cali,"Carrera 39 # 8-10, Gachetá, 867064",3785271793,8896756,10000,8906756,2023-09-08
11980,2399,james.markham64,cardozojader@example.net,James Markham,Medellín,"Cr. 31 # 6N-93, Támesis, 189428",3580138717,307265,10000,317265,2023-05-15
5079,2400,nelly.coger4036,enrique15@example.net,Nelly Coger,Medellín,"Av. Rincón # 2M-58, El Carmen de Atrato, 735054",1542242865,12253761,10000,12263761,2023-12-19
2297,2401,james.ruano3082,xdaza@example.net,James Ruano,Bogotá,"Cl. 4ª # 8-50, Balboa, 188279",8956057350,499880,10000,509880,2023-11-19
13613,2402,ruth.ayres6050,olayaflor@example.net,Ruth Ayres,Cali,"Cr. 114 Bis J # 6-3 Este, Firavitoba, 087034",8548480837,26304112,10000,26314112,2023-01-06
10916,2403,jessica.chan9662,pedrorojas@example.com,Jessica Chan,Cali,"Av. carrera 22 # 42S-8 Sur, Rioblanco, 257681",5432106798,29010191,10000,29020191,2023-06-21
4990,2404,heather.smithson2773,stellamercado@example.com,Heather Smithson,Bogotá,"Carrera 135 # 11-27, Cácota, 200814",337156677,17339288,10000,17349288,2023-04-10
4055,2405,roger.garza5503,opalacio@example.org,Roger Garza,Medellín,"Calle 130C # 97X-52, Ambalema, 507661",5783970291,3946181,10000,3956181,2023-03-11
12711,2406,thelma.redenz1188,alejandra12@example.com,Thelma Redenz,Bogotá,"Calle 185 # 9-72, Carepa, 523132",1758833787,18456312,10000,18466312,2023-01-14
8485,2407,frank.white2458,sandra44@example.com,Frank White,Medellín,"Cl. 97 # 4-8 Sur, Donmatías, 087977",3006041539,12966728,10000,12976728,2023-02-21
7558,2408,joan.desrosiers2954,gonzalezarnulfo@example.com,Joan Desrosiers,Bogotá,"Calle 38 # 7U-76, Guaca, 991937",4603426389,2657983,10000,2667983,2023-06-17
12331,2409,corrine.reed3081,gonzalezfernando@example.com,Corrine Reed,Cartagena,"Cl. 78 # 9-8 Sur, Chaparral, 631045",5542874130,9342048,10000,9352048,2023-05-15
8890,2410,marvin.rutt4477,xcastro@example.org,Marvin Rutt,Cali,"Cl. 7ª # 9-91 Este, Mongua, 159953",5458825648,3278706,10000,3288706,2023-12-21
5750,2411,seth.rikard1015,guillermovelez@example.org,Seth Rikard,Cali,"Calle 10 # 48R-7 Este, La Paz, 231880",2374139767,204200,10000,214200,2023-10-09
11009,2412,jolyn.swallow6436,mendezleidy@example.net,Jolyn Swallow,Cali,"Av. calle 3ª # 5-6 Este, El Carmen de Bolívar, 760584",4238800406,17231080,10000,17241080,2023-03-16
13139,2413,roger.crane6736,bernallucia@example.org,Roger Crane,Cartagena,"Av. Martínez # 13-5 Sur, Sutamarchán, 761272",9130710587,22280174,10000,22290174,2023-03-28
12957,2414,brenda.harkless8779,victoralvarez@example.net,Brenda Harkless,Cartagena,"Carrera 128D # 42-8 Sur, Mesetas, 547802",7074142352,17053335,10000,17063335,2023-02-08
890,2415,marvin.cahill3437,tatiana70@example.com,Marvin Cahill,Bogotá,"Cr. 13L # 53-35 Este, Chinácota, 528825",2313137730,32824539,10000,32834539,2023-04-14
14384,2416,donald.mcmahon4060,naranjosonia@example.net,Donald Mcmahon,Bogotá,"Calle 72 # 86-5 Este, Tenza, 279404",6609098505,19099188,10000,19109188,2023-07-22
10423,2417,judy.bird8000,crojas@example.net,Judy Bird,Medellín,"Cr. 66E # 5-39, Barichara, 816432",4885760330,29813880,10000,29823880,2023-04-27
5165,2418,mary.jordan4943,daniel54@example.org,Mary Jordan,Bogotá,"Cl. 82 # 69-58 Este, Girardota, 817976",2265115058,25151032,10000,25161032,2023-06-30
10760,2419,patricia.rivera9929,diazedwin@example.org,Patricia Rivera,Bogotá,"Transversal 2 Bis N # 5-47, Becerril, 636337",4979973010,24193728,10000,24203728,2023-09-03
3362,2420,melissa.ladwig4609,murillomilena@example.org,Melissa Ladwig,Medellín,"Calle 9 Bis # 8-7 Este, Timbío, 187316",6226299586,5692520,10000,5702520,2023-12-29
11293,2421,tiffany.schuldt1709,sanchezdenis@example.net,Tiffany Schuldt,Medellín,"Carrera 75D # 77F-98 Este, Manatí, 865308",8479447064,8648080,10000,8658080,2023-12-03
3328,2422,claire.salazar2372,marthaescobar@example.com,Claire Salazar,Bogotá,"Cl. 36 # 1-2 Este, La Playa, 998212",1891416475,12514188,10000,12524188,2023-09-06
4303,2423,norman.schulz632,fdominguez@example.com,Norman Schulz,Bogotá,"Carrera 7ª # 1-8 Este, Cisneros, 520287",2311136378,6277145,10000,6287145,2023-01-17
11027,2424,stephen.dyke9292,garciamarlene@example.com,Stephen Dyke,Bogotá,"Av. Wilson Guzmán # 30-72, Santo Tomás, 233209",7322478427,429245,10000,439245,2023-06-04
13572,2425,elisabeth.monzon8341,menesesyesid@example.com,Elisabeth Monzon,Cartagena,"Avenida carrera 2ª # 6T-8 Este, Córdoba, 761444",3840502120,7859214,10000,7869214,2023-05-26
14663,2426,leon.gallagher6866,diaznicolas@example.com,Leon Gallagher,Cartagena,"Calle 42 # 5-8 Sur, Recetor, 541903",5131985736,7337976,10000,7347976,2023-06-04
8182,2427,amanda.garcia2315,alvarogarcia@example.com,Amanda Garcia,Bogotá,"Calle 87 # 2N-2 Este, Mallama, 445351",3539483042,5435668,10000,5445668,2023-11-23
2433,2428,mark.davis7709,diazricardo@example.com,Mark Davis,Cali,"Av. calle 22 # 1-35 Este, Macanal, 707980",4034814394,7002156,10000,7012156,2023-07-03
14728,2429,gary.orr8110,mariadelgado@example.org,Gary Orr,Cartagena,"Cl. 2E # 70-9, Santa Bárbara, 505994",1517600345,12189948,10000,12199948,2023-04-03
5530,2430,brad.lewis7456,padillamiryam@example.net,Brad Lewis,Medellín,"Diagonal 76 # 2-81 Sur, Lloró, 762303",8247742412,32271336,10000,32281336,2023-09-19
5416,2431,james.marzett5140,ggonzalez@example.com,James Marzett,Cartagena,"Av. Quindío # 28W-2 Sur, Zarzal, 636793",3632109773,344626,10000,354626,2023-02-24
6489,2432,dennis.kissinger9194,astridhurtado@example.com,Dennis Kissinger,Cartagena,"Calle 89N Bis M # 50G-41 Este, El Roble, 473251",9337846626,9186876,10000,9196876,2023-06-21
1824,2433,sara.robinson5220,ricardoramirez@example.org,Sara Robinson,Cartagena,"Carrera 144 # 5-6, Puerto Caicedo, 200037",1585438549,5612154,10000,5622154,2023-05-14
864,2434,leslie.hernandez22,jose98@example.org,Leslie Hernandez,Medellín,"Cr. 116U # 7G-5, Colosó, 544453",8180394031,19751120,10000,19761120,2023-06-29
13575,2435,cassie.montgomery7437,moradiana@example.net,Cassie Montgomery,Medellín,"Cl. 9J # 56-78 Este, La Gloria, 881937",1823549011,13554009,10000,13564009,2023-09-06
6388,2436,drucilla.pruneda2492,felipe72@example.com,Drucilla Pruneda,Cartagena,"Cr. 7ª # 76-89, Dolores, 684646",5151870426,4651818,10000,4661818,2023-12-23
4134,2437,walter.harper5519,fabianpalacios@example.org,Walter Harper,Medellín,"Carrera 18 # 95-7, Salgar, 277688",3215107877,7270965,10000,7280965,2023-01-14
5627,2438,larry.proffitt7861,valenciaandres@example.com,Larry Proffitt,Bogotá,"Calle 69C Sur # 9-4 Sur, San José, 549376",3976869280,911691,10000,921691,2023-01-31
5277,2439,greg.rivera1112,gloria67@example.com,Greg Rivera,Cartagena,"Tr. 198 Bis # 15-6, Cabrera, 470140",6418985983,11782860,10000,11792860,2023-04-13
14834,2440,wilma.warden373,oviedoalbeiro@example.net,Wilma Warden,Bogotá,"Carrera 90 # 9-3, San Vicente de Chucurí, 416613",4743768792,18053976,10000,18063976,2023-06-14
11494,2441,byron.thomas5976,lbarbosa@example.com,Byron Thomas,Medellín,"Calle 9ª # 6-36, El Paso, 669376",7164268690,23253146,10000,23263146,2023-07-01
9731,2442,william.beeler6885,humberto04@example.org,William Beeler,Medellín,"Cl. 6ª # 7-1, Isnos, 181832",3425764708,16374404,10000,16384404,2023-05-02
10186,2443,william.yantzer8254,fburbano@example.org,William Yantzer,Bogotá,"Avenida carrera 158 # 5-15 Este, Covarachía, 862862",8341332183,15029596,10000,15039596,2023-01-06
3250,2444,glinda.marsingill5880,miguelmarquez@example.com,Glinda Marsingill,Cartagena,"Dg. 3ª # 68-97 Este, Providencia, 527813",5429632639,8592102,10000,8602102,2023-05-28
8795,2445,eugene.duncan7977,julianlopez@example.com,Eugene Duncan,Cartagena,"Tr. 160 Sur # 55-65 Este, Tona, 239712",9251350611,22641687,10000,22651687,2023-04-25
400,2446,gabriele.davis2670,javierquintero@example.org,Gabriele Davis,Bogotá,"Dg. 3F # 5S-61, Tunja, 689115",1038174114,2533897,10000,2543897,2023-05-07
3061,2447,dottie.batiste7951,yesid93@example.org,Dottie Batiste,Bogotá,"Cl. 96 # 83L-5 Este, Yopal, 186839",7788680499,3766287,10000,3776287,2023-12-30
1713,2448,mae.applen6475,mcaicedo@example.net,Mae Applen,Medellín,"Av. calle 108 # 61D-8, Covarachía, 633606",8683651227,4330907,10000,4340907,2023-03-13
13177,2449,john.dodson1949,andreabustos@example.org,John Dodson,Cartagena,"Dg. 12 # 8E-90 Sur, María la Baja, 635032",7574042709,2460019,10000,2470019,2023-06-12
6507,2450,william.petrick281,luis41@example.com,William Petrick,Cali,"Dg. 85 # 6-24, Tabio, 275934",5671020431,827236,10000,837236,2023-12-24
10094,2451,stephanie.turner8750,mariavanegas@example.com,Stephanie Turner,Medellín,"Cr. 14 # 6-94 Este, Quípama, 251450",870980669,3867248,10000,3877248,2023-10-31
9258,2452,diego.matheny2054,uguzman@example.com,Diego Matheny,Bogotá,"Transversal 13 # 1-9 Este, Nimaima, 914265",9731555273,27093609,10000,27103609,2023-02-16
13894,2453,bill.hendren1064,arrietaana@example.net,Bill Hendren,Cali,"Dg. 192E Este # 68-65 Sur, Uramita, 505512",5228382249,8198323,10000,8208323,2023-05-01
8200,2454,steve.vandehey3104,rcalderon@example.com,Steve Vandehey,Cartagena,"Calle 97 # 2-68, Barranca de Upía, 706195",4649009869,15364110,10000,15374110,2023-12-15
1695,2455,robert.cooksey9582,emunoz@example.com,Robert Cooksey,Cartagena,"Carrera 2ª # 6-64, Planeta Rica, 411545",607386549,4404744,10000,4414744,2023-11-13
11801,2456,ronald.funke9114,guzmanmartha@example.com,Ronald Funke,Medellín,"Carrera 191Z Bis # 2E-5 Este, Chitaraque, 184801",4993512339,5059456,10000,5069456,2023-05-28
11682,2457,jesse.shade2024,reyesclaudia@example.com,Jesse Shade,Bogotá,"Avenida calle 4ª # 17-5 Este, Guateque, 130231",6119120442,26272603,10000,26282603,2023-03-05
10614,2458,ron.faubion4786,mcorrea@example.net,Ron Faubion,Cali,"Carrera 72 # 4-1, Puerto Alegría, 235857",4094098114,2991405,10000,3001405,2023-09-27
6649,2459,melissa.holloway2957,mariaacevedo@example.org,Melissa Holloway,Cartagena,"Diagonal 71U # 41-16 Este, Carmen de Carupa, 919638",446955099,15012916,10000,15022916,2023-06-16
12214,2460,jose.guajardo3571,uhernandez@example.net,Jose Guajardo,Cali,"Diagonal 129 # 5T-11 Este, Orocué, 911509",1768454627,14856568,10000,14866568,2023-01-28
3297,2461,robert.cooper4627,roaelena@example.net,Robert Cooper,Medellín,"Carrera 76 # 16-2, Puerto Concordia, 279150",7435484372,26777070,10000,26787070,2023-02-09
11232,2462,arlean.pettigrew4197,alfredo51@example.com,Arlean Pettigrew,Cali,"Cr. 50 Este # 8-9 Este, San Francisco, 884621",9155224236,3431808,10000,3441808,2023-05-28
13676,2463,pamella.nelson1859,ines89@example.net,Pamella Nelson,Bogotá,"Dg. 33 # 9-2 Este, Carcasí, 258452",6760607680,12402235,10000,12412235,2023-06-10
3910,2464,dale.schmid5205,xcastellanos@example.com,Dale Schmid,Medellín,"Carrera 193 # 4U-3 Este, La Argentina, 700521",8876281603,1365024,10000,1375024,2023-07-26
261,2465,nancy.ingram7209,miguelanaya@example.org,Nancy Ingram,Cali,"Avenida carrera 26 # 77-23 Este, Francisco Pizarro, 446110",4274996386,2842721,10000,2852721,2023-03-19
13759,2466,jenny.sequeira751,gustavo39@example.org,Jenny Sequeira,Cali,"Avenida Cecilia Moreno Ochoa # 3-7, Puerto Carreño, 769523",8703332159,2764125,10000,2774125,2023-03-22
12916,2467,afton.sonnier8890,eserna@example.net,Afton Sonnier,Bogotá,"Cl. 39 # 7-51, Zipacón, 543617",6283868039,18211635,10000,18221635,2023-11-03
10341,2468,leona.harper6003,rafaelguevara@example.org,Leona Harper,Cali,"Transversal 99A # 8-3, Santa Cruz de Mompox, 811339",7067470038,26799185,10000,26809185,2023-11-25
13406,2469,james.johnson240,gomezstiven@example.net,James Johnson,Cali,"Cr. 20 # 39O-6 Este, Salento, 548063",8306460218,8411700,10000,8421700,2023-09-12
8216,2470,john.sheckler5817,ralfonso@example.com,John Sheckler,Cartagena,"Cr. 98 # 9-98, Pinillos, 270741",2528379540,4345604,10000,4355604,2023-09-13
174,2471,lesley.brown6030,heriberto86@example.com,Lesley Brown,Cartagena,"Carrera 32 # 34A-42 Sur, Santa Fé de Antioquia, 635541",3223212443,19356834,10000,19366834,2023-06-08
6676,2472,jimmy.pleiman562,xrodriguez@example.net,Jimmy Pleiman,Cartagena,"Carrera 15 # 29-8 Sur, Casabianca, 684230",9115839800,19266696,10000,19276696,2023-08-09
7190,2473,andrea.gambrell4038,ramirezancizar@example.org,Andrea Gambrell,Bogotá,"Transversal 11J # 1-99 Sur, Alejandría, 851781",7563829991,2695174,10000,2705174,2023-06-13
11392,2474,melissa.krogman3329,alvarezliliana@example.com,Melissa Krogman,Cartagena,"Diagonal 4ª # 1-10, Atrato, 548563",9653004319,24880366,10000,24890366,2023-04-14
5654,2475,teresa.kline3722,bayron28@example.net,Teresa Kline,Cartagena,"Cr. 6 Bis K # 3K-3, Polonuevo, 253828",9397750577,20380860,10000,20390860,2023-05-13
2715,2476,richard.choat9266,angielopez@example.com,Richard Choat,Cartagena,"Diagonal 61 # 27-49, Planeta Rica, 201327",8476314911,5651073,10000,5661073,2023-10-16
999,2477,oscar.garza4344,ehernandez@example.com,Oscar Garza,Cartagena,"Av. calle 6ª # 26-97 Este, Los Santos, 663065",7816095154,34010676,10000,34020676,2023-09-07
12517,2478,joshua.hillin5244,ariasligia@example.org,Joshua Hillin,Cali,"Cl. 7ª # 76-27 Sur, Chita, 707868",4889592134,15470508,10000,15480508,2023-12-25
14105,2479,lisa.hurdle7506,maria15@example.com,Lisa Hurdle,Cartagena,"Avenida calle 6ª # 32-5 Sur, Juradó, 972982",1940893359,5165008,10000,5175008,2023-11-06
1136,2480,kelly.halloran9263,rojasandrea@example.net,Kelly Halloran,Medellín,"Carrera 8ª # 6D-9 Este, Planeta Rica, 990324",7906669167,4158802,10000,4168802,2023-08-22
14820,2481,lila.smith1137,juanmorales@example.org,Lila Smith,Cartagena,"Calle 82 # 3G-3 Este, Miranda, 206030",8370599882,9484580,10000,9494580,2023-07-20
7744,2482,mark.robinson6221,fernandoayala@example.com,Mark Robinson,Bogotá,"Av. calle 73 # 6-7, Moñitos, 153673",9836782349,2730766,10000,2740766,2023-11-13
1069,2483,geraldine.pennington7340,tsanchez@example.org,Geraldine Pennington,Medellín,"Carrera 79 # 8-35 Sur, Ayapel, 503724",180763767,25936488,10000,25946488,2023-10-09
5158,2484,ross.courtney7918,yleon@example.com,Ross Courtney,Bogotá,"Carrera 116Z # 20-21 Sur, Zapayán, 957791",4110788276,27947297,10000,27957297,2023-12-09
1076,2485,todd.andueza2707,urios@example.net,Todd Andueza,Cali,"Cr. 45E # 8-48, San Antonio del Tequendama, 686871",8565548436,20705770,10000,20715770,2023-05-15
4916,2486,mae.coffie7367,monica18@example.com,Mae Coffie,Medellín,"Carrera 66 # 23-9 Este, Rondón, 232411",613166230,3081036,10000,3091036,2023-10-03
9504,2487,antonio.kilgo9681,augustomurillo@example.com,Antonio Kilgo,Medellín,"Tr. 2ª # 2-14 Este, La Chorrera, 942692",5416707398,8143312,10000,8153312,2023-08-04
4037,2488,willis.guzman8784,juanarrieta@example.com,Willis Guzman,Cali,"Calle 56O # 1Y-2 Sur, Titiribí, 638983",4743509943,1900286,10000,1910286,2023-05-05
